id_cuaca,tanggal,lokasi_kode,latitude,longitude,zona_waktu,hujan_mm,prob_hujan,intensitas_hujan,suhu_min_c,suhu_max_c,kelembaban_rh_avg,angin_kecepatan_avg_ms,angin_gust_max_ms,angin_arah_derajat,tekanan_hpa_avg,visibilitas_km_avg,wet_bulb_c,petir_count
CWC_20250814_PIT_A,2025-08-14 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,20.7,0.42,Sedang,25.9,31,91.9,2.7,5.3,64,1009.7,7.7,22.9,0
CWC_20250814_PIT_B,2025-08-14 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,76.8,0.23,Lebat,26,30.7,67.7,4,9,294,1014.5,9.2,24.8,0
CWC_20250814_ROAD_01,2025-08-14 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,57.3,0.04,Lebat,23,29.7,69.2,0.9,3,101,1011.2,6.2,20.4,0
CWC_20250814_STOCKPILE,2025-08-14 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,20,0.16,Sedang,23.1,29.3,82,4.1,9.8,214,1010.4,8.6,21.2,0
CWC_20250814_PORT,2025-08-14 00:00:00,PORT,-1.93,116.95,Asia/Makassar,15.7,0.18,Ringan,26.3,33.1,79.4,2.1,7.7,241,1009.4,9.2,25,0
CWC_20250815_PIT_A,2025-08-15 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,58.8,0.24,Lebat,23.6,29.9,83.5,2.8,6.4,75,1013,7.8,22.3,0
CWC_20250815_PIT_B,2025-08-15 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,78.8,0.16,Lebat,25.6,31.2,92.8,2.4,5.3,286,1014,9.4,23,0
CWC_20250815_ROAD_01,2025-08-15 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,66.4,0.24,Lebat,23,28.1,76.9,3.6,5.4,178,1009.2,6.2,20,0
CWC_20250815_STOCKPILE,2025-08-15 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,3.6,0.59,Ringan,24.3,30,79.8,2,4.8,207,1010.3,7.2,21.5,0
CWC_20250815_PORT,2025-08-15 00:00:00,PORT,-1.93,116.95,Asia/Makassar,27.9,0.75,Sedang,24.6,31,83.8,3.2,6,105,1006.7,7,22.2,0
CWC_20250816_PIT_A,2025-08-16 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,41.6,0.84,Sedang,24.5,32,92.8,2.5,4.6,311,1009.7,8.7,22.5,0
CWC_20250816_PIT_B,2025-08-16 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,7.4,0.36,Ringan,25.8,32.3,91.1,0.9,2.9,213,1009,6,24.3,0
CWC_20250816_ROAD_01,2025-08-16 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,41.6,0.41,Sedang,25.2,29.3,68.6,2.5,4.1,34,1012.1,8.5,24.1,0
CWC_20250816_STOCKPILE,2025-08-16 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,48.1,0.91,Sedang,23.5,27.7,84.4,1.8,6,211,1012.4,9.3,21,0
CWC_20250816_PORT,2025-08-16 00:00:00,PORT,-1.93,116.95,Asia/Makassar,48.1,0.94,Sedang,25,30.4,89.4,3.2,7.1,68,1013.5,5.2,22.9,0
CWC_20250817_PIT_A,2025-08-17 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,1.8,0.51,Ringan,23.6,28.3,83.8,3.9,5.7,97,1009.6,7.3,21.7,0
CWC_20250817_PIT_B,2025-08-17 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,36.5,0.92,Sedang,24.7,30.1,82.4,1.4,6.5,358,1010.7,7.5,23,0
CWC_20250817_ROAD_01,2025-08-17 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,37.5,0.06,Sedang,25.6,30.8,69.1,0.9,5,123,1008,5.9,23.5,0
CWC_20250817_STOCKPILE,2025-08-17 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,38.7,0.65,Sedang,23.4,30.3,76.8,3,4.1,29,1005.1,7.1,21.7,0
CWC_20250817_PORT,2025-08-17 00:00:00,PORT,-1.93,116.95,Asia/Makassar,76.7,0.89,Lebat,26.8,32.5,76.7,4.3,5.3,153,1007.4,6.3,24.8,0
CWC_20250818_PIT_A,2025-08-18 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,62.7,0.9,Lebat,23.4,27.4,70.2,1.9,7.3,74,1012.4,6.3,21.6,0
CWC_20250818_PIT_B,2025-08-18 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,3.8,0.44,Ringan,25.7,31.1,89.7,2.3,3.8,96,1010.3,8,23.9,0
CWC_20250818_ROAD_01,2025-08-18 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,42.2,0.78,Sedang,25.5,29.6,85.4,2.1,6.8,43,1006.7,5.7,24,0
CWC_20250818_STOCKPILE,2025-08-18 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,47.1,0.16,Sedang,24.9,29.1,85.6,0.9,5.8,26,1007.3,8,23.5,0
CWC_20250818_PORT,2025-08-18 00:00:00,PORT,-1.93,116.95,Asia/Makassar,4.1,0.22,Ringan,26.6,33.8,68.5,2.1,6.5,67,1006.6,8.8,24.4,0
CWC_20250819_PIT_A,2025-08-19 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,7.6,0.97,Ringan,26.6,31.2,77.1,4.3,5.6,33,1008.7,6.3,23.8,0
CWC_20250819_PIT_B,2025-08-19 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,55.2,0.53,Lebat,25.3,30.9,68.3,1.6,5,191,1014,6.4,22.4,0
CWC_20250819_ROAD_01,2025-08-19 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,25.7,0.58,Sedang,26.3,31,86.9,1.8,6.6,204,1013.5,5.7,25.2,5
CWC_20250819_STOCKPILE,2025-08-19 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,27.4,0.55,Sedang,23.9,31.7,87,0.9,5,93,1009.1,9.1,21.6,0
CWC_20250819_PORT,2025-08-19 00:00:00,PORT,-1.93,116.95,Asia/Makassar,28.1,0.73,Sedang,23.7,28.2,85.5,1.6,7,165,1008.9,6.4,22.4,0
CWC_20250820_PIT_A,2025-08-20 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,36.2,0.22,Sedang,25,32.7,71.6,1.6,4.8,264,1011.4,6.2,22.2,0
CWC_20250820_PIT_B,2025-08-20 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,63.8,0.24,Lebat,26.6,33.4,90.4,2.6,7,101,1013.3,8.9,24.9,0
CWC_20250820_ROAD_01,2025-08-20 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,70,0.04,Lebat,24.9,29.6,82.2,1.8,4.2,212,1012.2,5,23.7,0
CWC_20250820_STOCKPILE,2025-08-20 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,37.5,0.67,Sedang,26,32.8,90.4,4.1,5.5,212,1007.3,7.3,24.6,0
CWC_20250820_PORT,2025-08-20 00:00:00,PORT,-1.93,116.95,Asia/Makassar,17.8,0.87,Ringan,24.7,30.5,71.2,2.5,6.9,201,1005.9,7.3,23.1,0
CWC_20250821_PIT_A,2025-08-21 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,10.6,0.93,Ringan,26.3,32.5,94.8,1.6,3.5,211,1014.9,9.4,24.8,0
CWC_20250821_PIT_B,2025-08-21 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,11.3,0.06,Ringan,25.2,31.9,69.3,0.8,5.9,42,1014.6,7.2,23.8,0
CWC_20250821_ROAD_01,2025-08-21 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,21.8,0.69,Sedang,26.5,32.1,77.1,1.9,5.1,117,1011.5,8.7,24.3,0
CWC_20250821_STOCKPILE,2025-08-21 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,1.5,0.72,Ringan,24,31.6,91.8,3.7,8.2,310,1009.4,8.7,21.8,0
CWC_20250821_PORT,2025-08-21 00:00:00,PORT,-1.93,116.95,Asia/Makassar,10.8,0.22,Ringan,25.3,29.9,93.4,2.5,7.7,156,1013.6,8.6,23.5,0
CWC_20250822_PIT_A,2025-08-22 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,78.7,0.09,Lebat,24.5,32.3,88.5,0.9,6.5,168,1008.9,9.9,22.5,0
CWC_20250822_PIT_B,2025-08-22 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,67.9,0.22,Lebat,24.2,28.2,87,4.3,8.7,97,1006.3,7.1,22.3,0
CWC_20250822_ROAD_01,2025-08-22 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,49.6,0.15,Sedang,24,28.8,69.4,2.5,5,64,1007.1,6.2,21.5,0
CWC_20250822_STOCKPILE,2025-08-22 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,5.7,0.04,Ringan,26.8,33.1,74.1,3.1,6.9,173,1014.4,9.7,25.3,0
CWC_20250822_PORT,2025-08-22 00:00:00,PORT,-1.93,116.95,Asia/Makassar,40.5,0.84,Sedang,23.8,31.6,72.1,3.3,8.5,179,1007.7,5.5,22.6,0
CWC_20250823_PIT_A,2025-08-23 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,26,0.28,Sedang,23.8,31.4,78.8,1.4,4.3,159,1005.1,8.7,21.5,0
CWC_20250823_PIT_B,2025-08-23 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,52,0.32,Lebat,26.8,31.1,84.7,0.8,5.7,305,1010.4,5.9,25.6,0
CWC_20250823_ROAD_01,2025-08-23 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,11.9,0.14,Ringan,24.7,28.9,94.7,2.6,7.6,110,1014.7,8,23,0
CWC_20250823_STOCKPILE,2025-08-23 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,23.1,0.14,Sedang,23.9,31.8,65.2,3.2,5.8,303,1011.8,8.8,21,0
CWC_20250823_PORT,2025-08-23 00:00:00,PORT,-1.93,116.95,Asia/Makassar,37.6,0.18,Sedang,26.3,34,70.8,3.9,7.6,302,1011.3,6.8,23.9,0
CWC_20250824_PIT_A,2025-08-24 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,56.4,0.72,Lebat,23.8,28.9,69.7,2.8,4.9,231,1013,5,21.4,0
CWC_20250824_PIT_B,2025-08-24 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,16.3,0.05,Ringan,25.8,32,77,2.2,3.5,250,1011.3,6.9,24,0
CWC_20250824_ROAD_01,2025-08-24 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,22.9,0.24,Sedang,24.1,28.3,79.6,1.3,6.1,164,1007.2,5.7,22.5,0
CWC_20250824_STOCKPILE,2025-08-24 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,23.8,0.11,Sedang,25.2,31.6,92.8,3.8,7.4,145,1008,6.1,23.5,0
CWC_20250824_PORT,2025-08-24 00:00:00,PORT,-1.93,116.95,Asia/Makassar,46.2,0.54,Sedang,24.8,30,85.3,2,3.8,342,1007.2,7.8,23.6,0
CWC_20250825_PIT_A,2025-08-25 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,70.2,0.08,Lebat,25.5,30,84.2,2.6,7,211,1005,6.1,24.1,0
CWC_20250825_PIT_B,2025-08-25 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,3.6,0.48,Ringan,24.8,29.3,73.9,1.4,6.8,355,1007.4,6.8,22.2,5
CWC_20250825_ROAD_01,2025-08-25 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,42.3,0.41,Sedang,23.9,30.1,91.7,2.7,8.4,339,1007.7,7.3,22,0
CWC_20250825_STOCKPILE,2025-08-25 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,22.4,0.85,Sedang,24.9,29.7,76.6,1.3,5.6,298,1010.5,6,22.9,8
CWC_20250825_PORT,2025-08-25 00:00:00,PORT,-1.93,116.95,Asia/Makassar,16.8,0.28,Ringan,23.6,30.8,81.9,0.8,4,244,1011.5,8.7,21.4,0
CWC_20250826_PIT_A,2025-08-26 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,50.2,0.59,Lebat,25.1,30.9,94.6,3.7,6.8,298,1010.2,8.4,23.9,0
CWC_20250826_PIT_B,2025-08-26 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,65.1,0.53,Lebat,24.8,31.1,65.4,0.9,6.4,197,1009.5,7.2,21.9,0
CWC_20250826_ROAD_01,2025-08-26 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,7.5,0.51,Ringan,24.3,29.4,69,2.4,4,98,1011.2,6.4,21.6,0
CWC_20250826_STOCKPILE,2025-08-26 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,78.2,0.75,Lebat,25.5,31.8,67.5,4.2,8,129,1012.3,5.7,23.5,0
CWC_20250826_PORT,2025-08-26 00:00:00,PORT,-1.93,116.95,Asia/Makassar,15.9,0.26,Ringan,25.8,29.8,70.9,3.3,6.6,100,1007.7,9.8,24.3,6
CWC_20250827_PIT_A,2025-08-27 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,25,0.34,Sedang,25.9,30.4,92.5,0.8,3.2,187,1010.2,9.8,24.3,0
CWC_20250827_PIT_B,2025-08-27 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,25.2,0.18,Sedang,26,31.1,94.6,3.9,8.7,240,1014.5,6.1,23.2,3
CWC_20250827_ROAD_01,2025-08-27 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,61.8,0.47,Lebat,23.9,30.3,91.7,1.4,3.8,12,1007.4,8.5,21.7,0
CWC_20250827_STOCKPILE,2025-08-27 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,15.6,0.44,Ringan,23.8,27.9,90.5,2.7,7,322,1005.1,9,22.7,0
CWC_20250827_PORT,2025-08-27 00:00:00,PORT,-1.93,116.95,Asia/Makassar,38.1,0.29,Sedang,24.1,30.5,70.8,4.3,5.5,219,1014.1,8,22.7,10
CWC_20250828_PIT_A,2025-08-28 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,43,0.26,Sedang,23.2,30.9,68.4,2.9,8,304,1013.1,6,21,0
CWC_20250828_PIT_B,2025-08-28 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,45.9,0.1,Sedang,25.1,32.3,75.2,2.9,8,38,1011.3,5.8,24.1,0
CWC_20250828_ROAD_01,2025-08-28 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,38.8,0.69,Sedang,26.4,32.9,72.4,2.3,4.7,251,1010.3,7.2,23.5,0
CWC_20250828_STOCKPILE,2025-08-28 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,48.4,0.5,Sedang,26.6,30.7,88.5,2.5,6,288,1014.7,6.1,24.1,0
CWC_20250828_PORT,2025-08-28 00:00:00,PORT,-1.93,116.95,Asia/Makassar,61.3,0.91,Lebat,26,33.7,83.5,3.6,8.2,305,1013.3,6.6,23.4,0
CWC_20250829_PIT_A,2025-08-29 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,49,0.76,Sedang,26.7,32.3,73.5,3.1,6.2,185,1007.8,9.6,24.2,0
CWC_20250829_PIT_B,2025-08-29 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,6.8,0.05,Ringan,26.9,32.6,70.8,1.6,4.2,330,1014.6,8.8,24.8,0
CWC_20250829_ROAD_01,2025-08-29 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,43.8,0.67,Sedang,23.3,29.7,79.3,4.1,6,266,1005.9,7.9,20.6,0
CWC_20250829_STOCKPILE,2025-08-29 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,53.2,0.28,Lebat,25.5,29.8,93.7,1.1,3,333,1009.7,5.9,22.6,0
CWC_20250829_PORT,2025-08-29 00:00:00,PORT,-1.93,116.95,Asia/Makassar,67,0.28,Lebat,26.2,32.8,75.4,3.9,8.9,238,1012.8,8.6,23.6,0
CWC_20250830_PIT_A,2025-08-30 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,64.9,0.82,Lebat,25.2,31.6,81.2,0.7,3,40,1012.9,6.6,22.3,0
CWC_20250830_PIT_B,2025-08-30 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,4.6,0.24,Ringan,25.8,31,72.3,2.6,7.5,80,1014.7,8.2,24.8,0
CWC_20250830_ROAD_01,2025-08-30 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,44.1,0.07,Sedang,25.8,30.2,71.2,3.9,9.8,73,1010.9,8.1,24.4,0
CWC_20250830_STOCKPILE,2025-08-30 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,52,0.84,Lebat,25.7,32.2,70.8,1.2,5.2,230,1010.4,7.5,24.6,0
CWC_20250830_PORT,2025-08-30 00:00:00,PORT,-1.93,116.95,Asia/Makassar,41.6,0.41,Sedang,23.2,29.3,69.8,4.5,6.9,36,1011.4,6.3,20.4,0
CWC_20250831_PIT_A,2025-08-31 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,30,0.08,Sedang,24.5,28.6,84.6,1.2,2.9,299,1009.7,8.8,23.2,0
CWC_20250831_PIT_B,2025-08-31 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,59.6,0.66,Lebat,25.6,29.6,89.7,1.1,6.3,255,1008,9.8,23.1,0
CWC_20250831_ROAD_01,2025-08-31 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,12.2,0.96,Ringan,25.7,30.9,71.6,0.9,4.1,147,1014.2,7.3,24.2,0
CWC_20250831_STOCKPILE,2025-08-31 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,53.1,0.47,Lebat,24.6,28.9,77.1,1.1,2.2,262,1007.8,8.8,22.8,2
CWC_20250831_PORT,2025-08-31 00:00:00,PORT,-1.93,116.95,Asia/Makassar,26.6,0.28,Sedang,24.8,29.7,80.6,0.5,2.2,123,1012.2,5.9,23,0
CWC_20250901_PIT_A,2025-09-01 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,63.5,0.79,Lebat,24.5,30.3,89.8,2.3,4,71,1012.9,5.7,21.5,0
CWC_20250901_PIT_B,2025-09-01 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,36.9,0.7,Sedang,26.6,30.7,82.1,1.7,5.8,154,1011.7,9.1,25.1,0
CWC_20250901_ROAD_01,2025-09-01 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,10.6,0.3,Ringan,25,31.2,83.2,2.9,5.7,277,1006.8,8.3,22.1,0
CWC_20250901_STOCKPILE,2025-09-01 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,72.8,0.49,Lebat,23.4,28.6,84.8,2.1,4.1,21,1010.8,9.5,22.3,0
CWC_20250901_PORT,2025-09-01 00:00:00,PORT,-1.93,116.95,Asia/Makassar,59.2,0.35,Lebat,24.5,31.3,78.8,1.4,3.7,39,1009.8,8.9,22.3,0
CWC_20250902_PIT_A,2025-09-02 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,30.3,0.7,Sedang,25.9,31,71.9,3,4.4,137,1009.4,9.3,23.5,0
CWC_20250902_PIT_B,2025-09-02 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,14.9,0.1,Ringan,23.9,30.6,69.4,1.7,3.6,252,1014,6,21.8,0
CWC_20250902_ROAD_01,2025-09-02 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,54.6,0.27,Lebat,24.3,28.6,78.7,1.7,6.2,237,1009.5,9.1,23.1,0
CWC_20250902_STOCKPILE,2025-09-02 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,61.6,0.95,Lebat,26.1,30.8,88.6,2.9,4.9,192,1007.7,8,23.7,0
CWC_20250902_PORT,2025-09-02 00:00:00,PORT,-1.93,116.95,Asia/Makassar,61.7,0.38,Lebat,27,31.2,90.6,1.7,3.8,331,1009.5,9.3,25,0
CWC_20250903_PIT_A,2025-09-03 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,36,0.23,Sedang,24.1,32.1,85,2.9,5.6,349,1014.4,6.4,23,0
CWC_20250903_PIT_B,2025-09-03 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,35.9,0.61,Sedang,23.2,30.1,81.2,0.9,5.2,4,1008.9,8.3,21.7,0
CWC_20250903_ROAD_01,2025-09-03 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,79.2,0.71,Lebat,26.5,33.7,89.4,1.4,6,215,1009.5,5.9,24.4,0
CWC_20250903_STOCKPILE,2025-09-03 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,9.4,0.32,Ringan,26.7,32.8,90.9,3.3,5.8,274,1009.6,8,25.5,0
CWC_20250903_PORT,2025-09-03 00:00:00,PORT,-1.93,116.95,Asia/Makassar,49.6,0.37,Sedang,24.6,30,65.2,3.8,6.4,123,1005.7,6,22,0
CWC_20250904_PIT_A,2025-09-04 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,30.3,0.09,Sedang,24.7,31,78.6,3.4,6.3,167,1006.6,7.5,22.7,0
CWC_20250904_PIT_B,2025-09-04 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,22.1,0.05,Sedang,24.4,31.4,79.6,4.3,7.3,273,1006.6,8.3,22.8,0
CWC_20250904_ROAD_01,2025-09-04 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,17.2,0.46,Ringan,26.4,30.4,89.8,0.6,1.8,294,1005.1,8.1,23.6,7
CWC_20250904_STOCKPILE,2025-09-04 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,72.1,0.18,Lebat,24.7,31.6,93,3,8.7,10,1007.5,6.5,22.2,0
CWC_20250904_PORT,2025-09-04 00:00:00,PORT,-1.93,116.95,Asia/Makassar,23.7,0.09,Sedang,23.4,29.3,86.5,3.8,5,234,1009.5,8.4,20.5,10
CWC_20250905_PIT_A,2025-09-05 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,47.7,0.1,Sedang,26.3,30.4,67.4,1.7,2.9,244,1009.7,5.9,25.2,5
CWC_20250905_PIT_B,2025-09-05 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,72.1,0.84,Lebat,23.9,31.8,86.9,2.3,6.1,116,1007.4,8.1,22.8,0
CWC_20250905_ROAD_01,2025-09-05 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,21.3,0.69,Sedang,25.2,29.8,89.7,3.6,9.3,63,1005.7,9.8,23.2,0
CWC_20250905_STOCKPILE,2025-09-05 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,29.9,0.69,Sedang,24.8,30.2,94,3.7,5.6,321,1014.2,5.8,22.6,0
CWC_20250905_PORT,2025-09-05 00:00:00,PORT,-1.93,116.95,Asia/Makassar,24.7,0.62,Sedang,26.3,34,70.9,3.3,6.8,18,1007.4,5.4,25.1,0
CWC_20250906_PIT_A,2025-09-06 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,48.3,0.72,Sedang,25.7,32.3,88.7,2.3,4.1,315,1009.1,5.6,24.2,0
CWC_20250906_PIT_B,2025-09-06 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,5.7,0.59,Ringan,24.6,31.7,70.9,1.8,3.3,326,1008.7,9.6,22.8,0
CWC_20250906_ROAD_01,2025-09-06 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,22.3,0.98,Sedang,23.4,28.1,71.5,3.7,8.1,159,1006.9,7.1,21.6,0
CWC_20250906_STOCKPILE,2025-09-06 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,64.9,0.75,Lebat,26.6,30.8,92.6,4.3,7.1,199,1009.5,5.5,25.2,1
CWC_20250906_PORT,2025-09-06 00:00:00,PORT,-1.93,116.95,Asia/Makassar,10.7,0.72,Ringan,25.7,30.9,75.4,3.7,4.9,281,1014.6,7.8,23.5,0
CWC_20250907_PIT_A,2025-09-07 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,49.8,0.4,Sedang,23.2,29.5,90.4,3.1,5.8,132,1013.7,5.4,20.5,0
CWC_20250907_PIT_B,2025-09-07 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,13.9,1,Ringan,26.7,32.1,67.2,1.7,5.8,239,1010.9,8.6,25,0
CWC_20250907_ROAD_01,2025-09-07 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,5.2,0.77,Ringan,24.8,29.7,94.4,3.2,7.4,262,1015,7,23.3,0
CWC_20250907_STOCKPILE,2025-09-07 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,38.5,0.62,Sedang,26.5,31,68.5,1.3,3.3,121,1009.4,10,25.3,0
CWC_20250907_PORT,2025-09-07 00:00:00,PORT,-1.93,116.95,Asia/Makassar,66.6,0.1,Lebat,23.7,30.2,68.4,4.1,5.5,31,1009.1,6.8,21.8,0
CWC_20250908_PIT_A,2025-09-08 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,60.7,0.93,Lebat,25.1,30.8,91.3,2.2,6.3,132,1010.1,6.8,22.7,0
CWC_20250908_PIT_B,2025-09-08 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,53.6,0.02,Lebat,26.3,34.1,69.8,1.2,3.7,34,1007,5.5,23.8,0
CWC_20250908_ROAD_01,2025-09-08 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,31.6,0.4,Sedang,26.4,30.8,90,1.3,3.9,280,1007.4,6,23.8,0
CWC_20250908_STOCKPILE,2025-09-08 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,46.1,0.99,Sedang,25.6,31.5,76.6,4.3,7.1,275,1014.6,6.7,22.9,0
CWC_20250908_PORT,2025-09-08 00:00:00,PORT,-1.93,116.95,Asia/Makassar,25.4,0.98,Sedang,23.7,27.9,88.7,3.1,7.3,23,1013.6,5.8,22.7,0
CWC_20250909_PIT_A,2025-09-09 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,70.1,0.56,Lebat,25.3,30.8,67.5,2.2,3.5,96,1008.6,5.4,22.5,0
CWC_20250909_PIT_B,2025-09-09 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,23,0.55,Sedang,26.6,32.4,79.4,2.7,4.8,16,1009.9,8.2,23.8,0
CWC_20250909_ROAD_01,2025-09-09 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,9.3,0.8,Ringan,24.9,31.1,87.6,2.5,4.9,137,1010.1,9.3,22.2,0
CWC_20250909_STOCKPILE,2025-09-09 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,25.3,0.83,Sedang,23.7,29.6,67.6,1.4,2.4,42,1010.8,6.6,21.8,0
CWC_20250909_PORT,2025-09-09 00:00:00,PORT,-1.93,116.95,Asia/Makassar,42.4,0.09,Sedang,26.5,34.2,70.2,3,4.8,304,1014.8,9.4,23.7,4
CWC_20250910_PIT_A,2025-09-10 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,38.7,0.66,Sedang,26.3,32,68.7,3.2,8.4,104,1009.5,6.3,24.4,0
CWC_20250910_PIT_B,2025-09-10 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,69.2,0.81,Lebat,25,32.5,83.6,4,7.9,59,1006.9,6.6,22.3,0
CWC_20250910_ROAD_01,2025-09-10 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,68.2,0.85,Lebat,24.5,30.2,71.3,0.7,4.2,237,1009,7.8,21.9,0
CWC_20250910_STOCKPILE,2025-09-10 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,28.1,0.74,Sedang,26.9,33.8,80.8,2.8,7.7,303,1009.6,6.7,25.1,0
